name,parkprop,parknumber,commboard,council,dimen,extant,Cost
American Merchant Mariners Memorial,N,M005,1.0,1.0,"group h 10'6"" x l 24' x w 8'; pedestal h 6' x l 30' x w 12'",Y,
Filter House Ornaments,Y,M033,3.0,2.0,,Y,
Baird Court Dolphin Fountains,O,X002,14.0,12.0,,Y,
Gates of Life,Y,Q099,15.0,21.0,"H: 10' (ends), 8'6"" (center) W: 22'",Y,
Puerto Rican Sun,Y,X247,2.0,8.0,"H: 22' W: 25'6"" D: 22' at base; Weight: 10,000 pounds",Y,
Voice 1,Y,M376,9.0,7.0,,Y,
Wingdale,Y,Q025,12.0,27.0,H: 4½' W: 4½' L: 12',Y,"$7,500"
Macombs Dam Park Fountain,Y,X030,4.0,17.0,"H: 7'8"" W: 17'4"" D: 10'3""",Y,
Urns - Prospect Park (16),Y,B073,0.0,39.0,,Y,
The Army: Genius of Patriotism Urging American Soldiers On To Victory,Y,B040,19.0,33.0,"H: 22' W: 11'3¾"" D: 7'4½""",Y,50000.00
Armillary Sphere,Y,M108P,6.0,5.0,"Sphere Diameter: 2'6""; Pedestal Diameter: 1'",Y,
Abraham Lincoln,Y,B073,0.0,39.0,"Figure H: 8'6"" W: 3' 4"" D: 3'4""; Pedestal H: 10'4"" W: 7'6"" D: 7'6""; Eagles H: 30""; Wreath Diameter: 30""",Y,
Job,Y,Q015,16.0,30.0,"Sculpture H: 5'5"" W: 1'9"" D: 7""; Base H: 1'5"" W: 3'9"" D: 3'1""",Y,"$50,000"
Sambur Attacked by Wolves,O,B073,0.0,39.0,,Y,
Eaphae-Aekyad #2,Y,M045,8.0,5.0,"H: 9'9"" W: 7'2"" D: 1'8"" (all approximate)",Y,
USTA Natl Tennis Center Plaques (5),O,Q099,15.0,21.0,5'h x 4'w,Y,
Dr. Gertrude B. Kelly,Y,M066,4.0,3.0,"H: 18"" W: 28""",N,
George Washington Accompanied by Wisdom and Justice,Y,M098,2.0,1.0,,Y,"$15,000"
Winfield Memorial,Y,QZ043,0.0,0.0,"Figure H: 7'4"" W: 2'1"" D: 2'1""; Pedestal  H: 4'  W: 3'5"" D: 3'5""",Y,
Robert Fulton,Y,,0.0,0.0,"H: 10'6""",L,
"Wolfe, General James",Y,,2.0,3.0,,N,
Alben Square Flagstaff,Y,B123,12.0,39.0,"Plaque H: 2' W: 1'7¼""; Base H: 2'8"" W: 2'10""",Y,
Lowell Kingsley Hanson,Y,,6.0,5.0,,Y,
Icon II,Y,R116,1.0,49.0,"H: 10' W: 5'9¼"" D: 1'6""; Plinth H: 1' W: 7'1¼"" L: 2'10""; Weight: 8,000 pounds",Y,
The Free Bridge Plaque,N,,7.0,14.0,"H: 2'8"" W: 1'10"" D: 1""",Y,
Free Form,Y,Q099,15.0,21.0,"Form  H: 12'; Base H: 8'10""",Y,
Sunnyside Memorial,Y,Q034,2.0,26.0,"16'9""h x 8'10""w x 8'10""d",Y,16695.00
Independence Flagstaff,Y,M089,5.0,2.0,Flagstaff H: 40';  Pedestal H: 9'6'  Diameter 36',Y,80000.00
City Hall (Interior),O,M013,1.0,1.0,,Y,
Madison Square Fountain,Y,M052,5.0,3.0,"H: 1'6"" Diameter: 32'",Y,
Michael J. Mahoney,Y,R025,1.0,49.0,"H: 12"" W: 16""",M,
Netanyahu Memorial,Y,X003,11.0,13.0,"H: 4"" L: 30"" D: 24""",Y,
Woodside Doughboy,Y,Q031A,,26.0,"Figure H: 7'2""; Pedestal H: 4'11½ W: 3'11"" D: 3'11""",Y,$5000
Veterans Square Memorial,Y,QZ037,12.0,31.0,,Y,
Reaching Jaguar,O,X002,14.0,12.0,,Y,
McLaughlin Park World War I Memorial,Y,B061,2.0,33.0,"Stele H: 12' W: 6' D: 23""; Base H: 15"" W: 9'4"" D: 5'",Y,
Marine Heroes Tablet,Y,M071,7.0,9.0,"Original plaque H: 10"" W: 1'2""",Y,
Time Capsule II Marker,Y,Q099,15.0,21.0,"33 ½""h x 79""diam",Y,
"gracie, archibald plaque",N,,8.0,5.0,,Y,
Croton Aqueduct Distributing Reservoir,O,M008,5.0,3.0,,Y,
Raoul Wallenberg Monument,N,MZ069,6.0,4.0,"Column 1 H: 14'8""; Column 2 H: 17'; Column 3 H: 13'8""; Column 4 H: 17'; Column 5 H: 18'; Sphere diameter 3'3""; paving blocks H: 6¼"" L: 6¼"" W: 6¼""",Y,"$750,000"
Putnam Memorial,Y,R019,1.0,49.0,,Y,
Dr. Simon Baruch Bath House War Memorial Plaque,Y,M104,11.0,22.0,"H: 1'8"" W: 1'4""",S,
Chelsea Park Memorial (Doughboy),Y,M011,4.0,3.0,"H: 14'3"" W: 8' D: 5'6""",Y,
Sullivan Memorial Fountain,Y,M080,3.0,1.0,"shaft h 10'8"" x w 3' x d 3'",S,1500.00
Jerry McAuley Drinking Fountain,Y,M032,5.0,3.0,"H: 3'1""",Y,
Lower East Side War Memorial,Y,M224,3.0,1.0,12'h x 4'diam,Y,
The Watering Place,Y,R024,1.0,49.0,"Tablet H: 2' W: 1'2""; Boulder H: 5'8"" W: 4'6""",Y,
American Redout Marker,Y,M028,12.0,7.0,,Y,
George M. Cohan,Y,M093,5.0,3.0,"Figure H: 8'7""; Pedestal (upper part) H: 6' 11 1/2"" W: 3' 6 3/4"" D: 6' 3/4""; Pedestal base H:5 1/2"" W: 7'3"" D: 7'3""",Y,
Pell Graves,Y,X039,0.0,13.0,"Posts H: 30"" W: 12"" D:12""",Y,
Abingdon Square Doughboy,Y,M001,2.0,3.0,"H:1'7-1/2"" W: 10'3"" D: 10'3""",Y,
Peter Chappetto Flagstaff,Y,Q066H,1.0,22.0,"Tablet H: 8"" W: 10""; Base H: 48"" W: 27"" D: 27""",Y,
Lorillard Snuff Mill Restoration,O,X002,14.0,12.0,"H: 18"" W: 24""",Y,
Brigadier General Winfield Scott Hancock,Y,M034,10.0,9.0,Total H: 7',Y,
Bronx County Building Frieze,N,,4.0,17.0,,Y,
Delacorte Fountain,Y,X010A,6.0,15.0,"15'2"" H x 23'6""W x 39'6"" L",Y,
Chateau Thierry Keystone,N,,4.0,17.0,"H: 14""  W: 18""",Y,
The Isaiah Wall,Y,M203B,6.0,4.0,,Y,
Cooperation Monument,N,,3.0,1.0,,Y,
Herman Melville,N,,1.0,1.0,,Y,
McCarren Park World War II Flagstaff,Y,B058,1.0,33.0,"Base H: 11"" W: 72""",Y,
Phillip Mazzei Flagstaff,Y,X157,11.0,13.0,"Diameter: 48""",Y,
Manhattan State Hospital War Memorial,Y,M107,11.0,22.0,"plq: 23""h x 22""w x¾""d",M,
Bronx Local Board #2 World War Memorial,Y,X023,1.0,17.0,"H: 32'2""; Pedestal W: 9'6"" D: 9'6""; Plaque diameter 20"" (approximate)",Y,8200.00
Captain George H. Tilly,Y,Q052,8.0,24.0,"H: 9'1"" W: 5'1"" D: 5'1""",Y,"$10,000?"
Jewish-American Tercentenary Flagstaff,Y,M183,1.0,1.0,"Base H: 6'10"" W: 4'7"" D: 4'7""; Plaque H: 4'7"" W: 2'8""",Y,
Paul J. Rainey Memorial Gates,O,X002,14.0,12.0,H: 40' W: 70',Y,
The Hiker,Y,R024,1.0,49.0,"Figure H: 6'7""; Pedestal H: 6' W: 5'10"" D: 5'10""; Plaques H: 1'8"" W: 2'6""",Y,2500.00
John F. Murray,Y,Q141,2.0,26.0,"8 ½""h x 2'9 ½""w",N,
Gracie Mansion Garden Tablet,Y,M081,8.0,5.0,"Tablet H: 9"" W: 13""; Plinth H:11"" W: 15"" D:12""",M,250.00
Mohandas Gandhi,Y,M089,5.0,2.0,"Figure H: 6'6"" W: 1' 9""  D: 2' 9""; Pedestal H: 3' 9"" W: 2'1"" D: 2'6""",Y,"$60,000"
Fort Greene Tablet,Y,B032,2.0,35.0,"H: 1'4 ½"" W: 4'7 ½""",M,
Maspeth Memorial,Y,Q019,5.0,26.0,"H: 7'8"" Diameter: 6'",Y,"$2,500"
Harriet Feil Gural,Y,X092,0.0,11.0,"Plaque H: 3 ½"" W: 5""; Plinth H: 7"" W: 8 ½""",M,
George Peirce Andrews,N,,1.0,1.0,,Y,
Ronald McNair,Y,B044,9.0,35.0,"H: 9' W: 5'6"" at base",Y,"$23,664"
Firemen's Memorial Tablet Horses,Y,M071,7.0,9.0,"H: 4'5"" D: 4'5""",Y,
Cpl. William A. Leonard Flagstaff,Y,Q086,7.0,20.0,"H: 7"" W: 12 ½""",S,
Frank C. Prokop,N,,5.0,30.0,H: 5' W: 2' D: 1',Y,
Lydig Memorial,O,X002,14.0,12.0,,Y,
APPEND,N,,1.0,17.0,,Y,
Christopher Columbus Tablet,Y,B113C,2.0,33.0,"H: 12"" W: 36"" D: ¼""d",Y,
Forest Hills War Memorial,N,,0.0,29.0,,Y,
Tottenville War Memorial,Y,,3.0,51.0,"H: 1'6"" W: 3'1"" D: 2'6""; Tablet diameter: 7""",M,
Maryland Memorial,Y,B073,0.0,39.0,"Column H: 12' Diameter 19"" - 26""; Capital H: 29"" W: 29"" D: 22 1/2""; Globe Diameter 24""",Y,
David Rockefeller Linden Terrace Plaque,Y,M029,12.0,7.0,"H: 36 1/4"" W: 28 1/4""",Y,
Margaret Loeb Kempner,Y,M098,2.0,1.0,"H: 13"" W: 13""",N,
American Legion Flagstaff,Y,M079,8.0,5.0,"Original plaque H: 1'3"" W: 1'10""; Replacement tablet H: 1'4"" W: 1'8""",N,
Henry E. Coursey Memorial Playground,Y,B351,3.0,36.0,"H: 32"" W: 12"" D: ¼""",N,
Bushwick War Memorial,Y,B062,1.0,33.0,"Eagle H: 1'2""; Overall H: 14' W: 7'",Y,
Rockaway Veterans Memorial,Y,Q163A,14.0,32.0,"Figure H: 8'4""; Pedestal H: 5'9"" W: 3'9"" D: 4'6""; World War I plaque H: 2'11"" W: 2'; World War II plaque H: 3'4"" W: 2'",Y,$9000
Soldiers and Sailors Memorial Arch,Y,B040,19.0,33.0,Total h 80' x w 80' x d 50'; archway h 50' x w 35',Y,"450,000.00 plus interest on bonds"
Peter the Fisherman Fountain,N,,7.0,6.0,see memo,Y,
General Josiah Porter,Y,X092,0.0,11.0,"Figure H: 8'; Pedestal H: 7' W: 8'3"" D: 8'3""",Y,20000.00
Maurice A. Fitzgerald,Y,Q337,9.0,32.0,"H: 11 ¼"" W: 21 ¼""",M,
Clinton War Memorial (Doughboy),Y,M022,4.0,3.0,"H: 12' W: 4'8"" D: 4'8""",Y,
Holocaust Memorial,N,M203C,6.0,4.0,"each plaque h 2'7""-8"" x w 3'6""-7""; first tier of wall h 4'9""; second tier h 4'8""; third tier h 2'11""",Y,
Union Square National Historic Landmark Plaque,Y,M089,5.0,2.0,,Y,
Hamilton Grange State Ed Standard,N,,9.0,7.0,,Y,
Altman Plaque,Y,M037,12.0,7.0,"h 1'2¼"" x w 1'10½""",N,
Dyckman National Landmark Plaque,Y,M026,12.0,7.0,"H: 1'6"" W: 1'4½""",N,
"Forest Hills-Judson, Kenneth Gridley",N,,6.0,29.0,,Y,
Isidor and Ida Straus,Y,M085,7.0,8.0,H:6' W: 23' D: 47',Y,20000.00
Herman S. Prescott Memorial Pool,Y,B351,3.0,36.0,"H: 12"" L: 32"" D: ¼""",N,
Flushing World War Memorial,Y,Q086,7.0,20.0,"Stele and exedra H: 15' W: 27' D: 11'; Plaque H: 3'6"" W: 2'4""",Y,
Carl Schurz Memorial,Y,M056,9.0,9.0,see memo,Y,
Governor Alfred E. Smith Memorial,Y,M194,3.0,1.0,"Figure H: 9'3""; Die H: 4'6"" W: 9'6"" D: 2'6""; Bas-relief H: 4' W: 7'8""",Y,
Tulip Tree,Y,M042,12.0,7.0,"H: 1'6"" W: 2'",Y,167.00
Sgt. Edward R. Miller,Y,QZ298,5.0,30.0,"Tablet H: 18"" W: 24""; Stele H: 42"" W: 28"" D: 15 1/2""",Y,
Bronx County Building Sculpture,N,,4.0,17.0,,Y,
Corporal George J. Wellbrock Memorial,Y,Q079,10.0,32.0,,Y,2500.00
Patrolman Alfred Loreto Tablet,Y,X163,3.0,13.0,"H: 15"" W: 26""",Y,
Unionport Memorial,Y,X012,9.0,11.0,Stele H: 8' D: 5'; Light H: 2',Y,$3300
Flushing Park,Y,Q100A,7.0,20.0,16'h,N,
City Island WW II Memorial,N,,10.0,13.0,"18""h x 24""w",Y,
Richmond Hill War Memorial,Y,Q015,16.0,30.0,"Figure H: 8'; Pedestal H: 5'6"" W: 6'7½"" D: 6'9""; Plaque H: 1'5½"" W: 1'8½""",Y,12000.00
The New York Times Capsule,Y,M053,7.0,6.0,"H: 5'; weight 2,800 pounds",Y,"$60,000"
Bowdoin Horse Trough I,Y,Q100,7.0,20.0,"H: 1'10"" W: 4'2"" D: 2'8""",Y,
Lorrilard Snuff Mill Assembly Room Plaque,O,X002,14.0,12.0,"H: 18"" W: 24"" D: ¼""",Y,
Lieutenant Colonel George U. Harvey Memorial Plaque,Y,Q401,6.0,25.0,"H: 35"" W: 22""",Y,
The Family,Y,M251,2.0,3.0,"Sculpture H: 7'6"" W: 7'6""; Pedestal H: 6' W: 4' D: 3'",Y,"$250,000 as appraised by Mrs. Gross"
Quaker Meeting House Tablet (st. ed),N,Q100,7.0,20.0,,Y,
Daniel & Flor Guggenheim Memorial Bandshell,Y,M231,7.0,6.0,"H: 12"" W: 20"" D: ¼""",Y,
Middle Village War Memorial,Y,Q383,5.0,30.0,"Stele H: 8' W: 3'10"" D: 1'1""; Plinth H: 9"" W: 6' W: 3'3""",Y,
Forest Hills-Columbia Mast Flagstaff,N,,6.0,29.0,,Y,
Lower East Side Boys Plaque,Y,M194,3.0,1.0,"H: 9 ½"" W: 22""",M,
potters field civil war marker,N,,10.0,13.0,"12 ½'h x 40""w x 40""d",Y,
Hooper Fountain,Y,MZ226,9.0,9.0,Lantern H: 15',Y,"$5,000"
Major James A. McKenna Flagstaff,Y,Q032,,26.0,"Plaque H: 10 ¼"" W: 23"" D: ½""",M,
Richardson Webster,Y,B073,0.0,39.0,"6""h x 8""w x ¼""d",N,
"Lincoln, Abraham",N,,6.0,2.0,"33""h x 33""w",Y,
public school #26 memorial,N,,0.0,0.0,"6'9""h x 4'3""w x 1'1""d",Y,
Municipal Building,N,,1.0,1.0,,Y,
Reverend Matthew J. Crosson Tablet,Y,Q341F,2.0,25.0,"H: 15"" W: 23""",Y,
Time Capsule I Marker,Y,Q099,15.0,21.0,10'h,M,
First Avenue Underpass,Y,M203A,6.0,4.0,"H: 40"" W: 54""",Y,
Thomas Moore Memorial,Y,B073,0.0,39.0,"Bust H: 3'6""; Pedestal H: 9' W: 4'3"" D: 4'3""; Pedestal ornament Diameter: 3'",Y,
East Side Post 868 American Legion Flagstaff,Y,M088,3.0,2.0,"H: 5' W: 3'4.5"" D: 3'4.5""; Pole D: 7""",Y,
Bernard M. Baruch Plaque,Y,M247,3.0,1.0,"H: 1' W: 1'6""",M,
Emma Lazarus Memorial Plaque,Y,M005,1.0,1.0,"H: 2'9"" W: 2'7""",Y,
Murray Hill War Memorial,Y,M076,6.0,4.0,"Tablets H: 1'5"" W: 2'7""; Base H: 3'7"" W: 2'5""",Y,
"nicolai, sophie j.",N,,0.0,0.0,"34""h x 23""w",Y,
Jacob Leisler,Y,,0.0,0.0,"band:outer 8'diam, inner 6'dia",L,
Castle Clinton National Monument Plaques,N,M005,1.0,1.0,"h 4'7"" x w 2'10""",Y,
Andrew Heiskell Plaza,Y,M008,5.0,3.0,,Y,"$2,820"
Forest Park West Memorial,Y,,0.0,29.0,"H: 5 ½"" W: 8""",M,
Eleanor Roosevelt Memorial,Y,M071,7.0,6.0,"Figure H: 7'11"" W:2'8½"" D: 1'3""; boulder H: 4'1"" W: 3'9"" D: 2'9""; earth pedestal diameter 37'6""; pavers diameter 4' (approximate); biography plaque H: 1' W: 1'5½""; donor plaque H: 1'10"" W: 3'; figure weight: 721 pounds",Y,
"Clairmonte A. Cave, Sr. Memorial Pool",Y,B351,3.0,36.0,"L: 32"" H: 12"" D: ¼""",N,
Maryland Battalion Tablets (2),N,,6.0,38.0,see memo,Y,
Neumann-Goldman Flagstaff Memorial,Y,,7.0,11.0,"Tablet H: 18' W: 30"" D: 5/8""; Flagpole H: 60'",Y,
Gay Liberation,Y,M012,2.0,3.0,"Group H: 5'11"" W: 16' D: 7'6""; Each bench L: 16'; Plaque H: 7 5/8"" W: 7 5/8""",Y,"$90,000"
Marconi Flagstaff,Y,Q127,12.0,28.0,"H: 24""  W: 18"" D: ¼""",M,
Bronx River Soldier,Y,X215,7.0,11.0,,Y,
Allerton Avenue Bridge Plaques,Y,X002,14.0,12.0,"H: 1'8"" x W: 2'6""",Y,
War Cannon,N,M073,12.0,7.0,"L: 10'2""",L,
Horace Greeley,Y,M032,5.0,3.0,,Y,
Frank and Constantine Busso,Y,R127,1.0,49.0,,Y,
Brookland Ferry Landing,Y,,2.0,33.0,"H: 20"" W: 30"" D: ¾"" Rosette D: 1 1/25""",Y,
Father Duffy D.S.C. Post 54 Flagstaffs,Y,M093,5.0,3.0,"H: 4' W: 2'6"" D: 2'6""",Y,
Tree markers,Y,B040,19.0,33.0,"4 ½""h x 9""w",Y,
Van Nest Memorial,Y,X093,11.0,12.0,"H: 9'6"" W: 5' D: 5'",Y,3000.00
Firemen's Memorial,Y,M071,7.0,9.0,"Monument H: 20'6"" W: 37' D: 10'; Terrace W: 66' D: 41'",Y,"$90,000"
gorden square park (marc shuman park),Y,Q018,2.0,26.0,"6""h x 15""w x ¼""d",M,
Battle Pass Historic Marker,Y,B073,0.0,39.0,"H: 1'4¼"" W: 2'5""",Y,200.00
Winning of Harlem Heights Plaque,N,,9.0,9.0,"h 6'1½"" x w 4'10½"" x d 4"" (approximate)",Y,
savannah s.s. memorial plaque,N,,3.0,2.0,,Y,
Bayside War Memorial,N,Q387,7.0,19.0,H: 24',Y,
"Private Joseph F. Merrell, Jr. Memorial",Y,R005,1.0,49.0,Tablet 2' x 2'; Boulder H: 5' W: 5' D: 3' (all approximate),Y,500.00
Greenpoint World War II Memorial,Y,B223S,1.0,33.0,"Stele H: 5'8"" W: 44 1/4""; Tablet H: 23 1/4"" W: 30 1/4""",Y,
Stuyvesant Square War Memorial,Y,B006,3.0,34.0,,S,
Brooklyn War Memorial,Y,B113A,2.0,33.0,Each figure H: 24',Y,
Abraham De Peyster,Y,M030,1.0,1.0,"Figure H: 7'4"" W: 4' D: 4'5""; Pedestal H: 8' 11"" W: 6'9""  D: 7'",Y,
Bayside Hills Memorial Flagstaff,Y,Q268,11.0,19.0,"Iron: 7""H  10""W  1/4""D; Bronze 12""H  20""W  1/2""D",Y,
Colonel William Baxter,N,,12.0,10.0,"3'3""h x 1'11""w",Y,
Hamilton Grange,N,,9.0,7.0,"1'10""h x 2'8""w",Y,
Father Capodanno Memorial,Y,R046,2.0,50.0,"Stele H: 8' W:4' D:1'6""; Tablet H: 5' W: 2 ½""",Y,
Thomas Jefferson,O,M013,1.0,1.0,,Y,
Comfort Station Tablet,Y,M071,0.0,9.0,"H: 14"" W: 21 ½""",M,
Francis Makemie,Y,M007,1.0,1.0,"H: 14"" W: 18""",Y,
Westchester Square Memorial,Y,X016,9.0,13.0,"H: 16' W: 6'6"" D: 6'6""",Y,"$5,500"
"Kennedy, Capt. Archibald Residence",N,,1.0,1.0,,Y,
Liberty Flagstaff,N,,1.0,33.0,"42""h x 23""w",M,
land aquisition tablets list,Y,,0.0,0.0,,M,
J. Otis Swift,Y,X092,0.0,11.0,see memo,Y,
Keltch Memorial Park Comfort Station,Y,X058,4.0,14.0,"H: 20 ½"" W: 33 ¼""",N,
John J. Downing,Y,M104,11.0,22.0,"H: 18 ½"" W: 3'",M,
union square memorial plaques,Y,M089,5.0,2.0,,M,
Robert Moses Tree Marker,Y,,6.0,5.0,"H: 10¼"" W: 1'6""",M,
Anna Rosenberg Hoffman,O,,8.0,4.0,"H: 10 ¼""  W: 18 ¼""",Y,
Brooklyn Institute Museum,O,B048,9.0,35.0,,Y,
Glendale War Memorial,Y,Q075,5.0,30.0,"Total dimensions H: 13'6"" W: 11' D: 7'",Y,"$2,500"
Dreier-Offerman Park Plaque,Y,B125,13.0,47.0,"H: 41"" W: 30 ½"" D: 1""",M,
Unisphere Tablets (4),Y,Q099,15.0,21.0,"H: 25"" W: 42""",Y,
City Hall Plaque,Y,,1.0,1.0,,Y,
Conservatory Herb Garden Plaques,O,X002,14.0,12.0,"Plaque H: 15"" W: 24"" D: 1/4""; Plinth H: 15"" W: 24"" D: 4""; Plaque H: 6"" W: 10""; Boulder H: 10"" W: 26"" D: 6""",Y,
American Bison Society Plaque,O,X002,14.0,12.0,"H: 2' W: 3' D: ½""",Y,
New Amsterdam Entrance,Y,Q099,15.0,21.0,,Y,
Unisphere Tablets (4),Y,Q099,15.0,21.0,"H: 25"" W: 42""",Y,
"Duffy, Lt. Col. Francis P.",N,,7.0,15.0,,Y,
Frederick E. Samuel Memorial,Y,M159,10.0,9.0,"H: 3'6"" (approximate)",Y,
"Forest Hills-Demarest, John Martin",N,,6.0,29.0,,Y,
Bowling Green Marker,Y,M007,1.0,1.0,"Marker H 8"" W: 2'6"" D: 3'1""",Y,
Governor Alfred E.Smith Flagstaff,Y,M194,3.0,1.0,"base h 8' x diameter  5'8"";  pedestal w 10'",Y,
John Purroy Mitchel Memorial Flagstaffs,Y,M008,5.0,3.0,95' h,Y,
Matthew J. Buono,Y,R117,,49.0,"H: 3' L: 25' 10"" (approximately)",Y,C
Eternal Light Flagstaff,Y,M052,5.0,3.0,"Flagstaff H: 30'; Base H: 17'9"" W: 22' D: 22'",Y,25000.00
General Kazimierz Pulaski,Y,R022,1.0,49.0,"Tablet H: 2' W: 2'; Stele H: 3'4"" W: 3'3"" D: 16""; Plinth H: 8"" W: 4'7"" D: 2'8""",Y,
Leo Ehrenreich Tablet,Y,Q304,6.0,29.0,"H: 15"" W: 20""",M,
American Flagstaff,N,XZ121,7.0,11.0,"base h 2'6"" x w 7'5"" x d 7'5""; plaque h 6"" x w 8¾""",Y,
Shiela Kay Marks,Y,M052,5.0,3.0,"Tablet H: 7"" W: 4""; Plinth H: 8"" W: 11""",M,
Pelham Bay Park Monument List,N,,0.0,0.0,,M,
Theodore Roosevelt Plaque,N,,6.0,15.0,"h 2'4"" x w 1'6"" x d ¾""",Y,
Genevieve Beavers Earle Flagstaff,Y,B223D05,2.0,33.0,"Plaque H: 17"" W: 34 ½""; Base H: 47 ½"" W: 48""",Y,
Marquis de Lafayette,Y,M089,5.0,2.0,H: 15' W: 6' D:6',Y,
Garden of Meditation,Y,Q099,15.0,21.0,"1 plinth H: 3' W: 3'; 6 plinths H: 30"" W: 12""",Y,
Mowgli Rides the Bull Against the Tiger,O,B073,0.0,39.0,,Y,
369th Infantry Regiment Memorial,Y,,11.0,9.0,"H: 12'4""",Y,
Samuel W. Bowne,Y,,3.0,1.0,,M,
Edgar Allan Poe Cottage,Y,X040,7.0,15.0,"H: 4'5"" W: 1'9"" D: 1'1""",M,
Prison Ship Martyrs Monument,Y,B032,2.0,35.0,"Column H: 114' D: 17'6"",  Total H: 143'",Y,"$190,000"
General George J. Lawrence,Y,Q209,7.0,20.0,see memo,N,
Denis P. Gorman,Y,Q085,3.0,25.0,"H: 18"" W: 24"" D: 5/8""",Y,
Fox Oaks,Y,Q022,7.0,20.0,"H: 57"" W: 66"" D: 46""",M,
Broad Channel Memorial Park Plaque,Y,Q225,14.0,32.0,"H: 8"" W: 15""",Y,
Midland Beach War Memorial,Y,R046,2.0,50.0,"Centerpiece H: 7'6"" W: 4' D: 1'; each wing H: 2'5"" x w 3' x d 10""; pedestal L: 12'6"" W: 1'6"" D: 3'; sculpture weight: 8,200 pounds; base weight: 3,300 pounds",Y,
Lorillard Snuff Mill Plaque,O,X002,14.0,12.0,,Y,
Reinhard E. Kaltenmeier Tablet,Y,R042,1.0,49.0,"H: 15"" W: 30""",Y,
Heisser Square Park Tree Markers,Y,B045,4.0,37.0,"H: 4 ½"" W: 9""",Y,
manhattan bridge,N,,3.0,1.0,,Y,
Coffey Square,Y,B210Q,10.0,43.0,,Y,
Amalgamated Dwellings Plaque,N,,3.0,2.0,,N,
"Gladstone, Benjamin",Y,X022,2.0,18.0,"w'8""h x 4'w x 3'8""d",N,
"jasper, john",N,,5.0,4.0,"4'9""h x 3'w",Y,
Joan of Arc Memorial,Y,M071,7.0,6.0,"Total H: 20'4"" W:  6'1"" D: 12'3""",Y,
Gus Stanley Memorial,Y,M037,12.0,7.0,,Y,
F. Augustus Schermerhorn Horse Trough,Y,M040,9.0,7.0,"2'h x 4'6""w x 3'd",N,
Henry Ward Beecher Monument,Y,B113C,2.0,33.0,"Beecher figure H: 7'6""; Pedestal H: 7' W: 10' D: 8'5""",Y,
Fire House Riverdale # 52,N,X110,8.0,11.0,"H: 3'6"" W: 2'10"" D"" 1¾""d",Y,
Gretta Moulton Gate,Y,R088,2.0,50.0,"gate w 16' (total); each leaf h 6'9"" x w 7'7½""; each pier h 7' tapering to 3' x l 10' x d 1'6"" (all approximate)",Y,"$20,500"
Police Officer Jose A. Perez Plaque,Y,B073,0.0,39.0,"L: 1' W: 10""",Y,
Debs Myers,Y,M013,1.0,1.0,see memo,Y,
Commodore John Barry,Y,B021,,35.0,"H: 10"" W: 30"" D:18"", 550 lbs.",Y,"$3,000"
Pvt. Edward Fellows,Y,Q023,12.0,28.0,"H: 4 ½"" W: 9"" D: ¼""",S,
Oakwood Beach Entry Marker,Y,,,,,M,
Pvt. Gaetano Unimo,Y,,3.0,34.0,"4 ½""h x 9""w",M,
Soldiers and Sailors Monument,Y,M071,7.0,6.0,H: 100' D: 50',Y,215000.00
Ulysses Simpson Grant,Y,B040,19.0,33.0,,Y,
Michael J. Leonard Memorial Plaza,Y,RZ001,2.0,50.0,"7'h, bs. 20""wx20""d, sft.16x16""",Y,
Fort James Plaque,N,,1.0,1.0,,Y,
Evangeline Wilbour Blashfield Memorial Fountain,N,,6.0,5.0,,Y,
Lead Vase,Y,M108P,6.0,5.0,"H: 30"" Diameter: 24""",Y,
Eleventh Milestone Marker,Y,M073,12.0,7.0,"H: 4'2"" W: 1'1"" D: 5""",Y,
Crotona Park Plaque,Y,X010,3.0,15.0,"H: 3' W: 2'1""",Y,
Baisley Pond Park Memorial,Y,Q005,12.0,28.0,"Stele H: 6'3"" W: 4'10"" D: 1'3½""; Plinth H: 9"" W: 6'10½"" D: 3'3""; Total H: 7'",Y,"$1,200"
"irving, washington",N,,6.0,2.0,"2'10""h x 3'¾""w",Y,
Theodore Roosevelt Memorial,Y,B080,13.0,47.0,"Plaque 1 H: 6 7/8"" W: 16""; Plaque 2 H: 25"" W: 17 1/8""; Plaque 3 H: 7"" W: 14 1/2""",Y,
Chinese Tablet,Y,M071,9.0,9.0,"H: 2'2"" W: 2'5""",Y,
Brooklyn Bridge Award of Merit Tablet,O,,1.0,1.0,,Y,
"washington, george federal hall",N,,1.0,1.0,,Y,
Woman's League Memorial Grove,Y,M071,0.0,9.0,"Large plaque H: 14 ¼"" W: 33"" D: 1""",N,
Horace Greeley,Y,M013,1.0,1.0,"Figure H: 7'2'; Plinth H: 5"" W: 5'8"" D: 6'8""; Pedestal H: 5'7"" W: 5'8"" D: 6'8""",Y,
Conference House State Ed. Tablet,Y,R006,3.0,51.0,,M,
"Barry, Commodore John",N,,1.0,49.0,"5'6"" x 3'5""w",Y,
Rockefeller Fountain,Y,X002,14.0,12.0,"Diameter of largest basin 45'; Plaque: H: 1'1"" W: 2'",Y,25000.00
A Bird Named Goldilocks,Y,R005,1.0,49.0,"H: 20"";  Overall circumference 38"";  Interior depth 8"" Plaque: 14"" x 10""",Y,
Greenpoint War Memorial Tree Marker,Y,B114,1.0,33.0,"H: 9 ½"" W: 14"" D: 3/8""",M,
